id,title,original_language,release_date,overview,popularity,vote_average,vote_count,genre_ids,poster_url
574475,Final Destination Bloodlines,en,2025-05-14,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",629.4584,7.2,1351,"27,9648",https://image.tmdb.org/t/p/w500/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg
552524,Lilo & Stitch,en,2025-05-17,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,400.0713,7.088,731,"10751,878,35,12",https://image.tmdb.org/t/p/w500/7c5VBuCbjZOk7lSfj9sMpmDIaKX.jpg
1311844,The Twisters,en,2024-06-28,"A deadly patchwork of destructive cyclones is on an apocalyptic path of convergence at a populated Midwest city center. There, the twisters will merge into one mega tornado that threatens to obliterate the cities for hundreds of miles around.",348.0535,5.952,42,"28,12,18",https://image.tmdb.org/t/p/w500/8OP3h80BzIDgmMNANVaYlQ6H4Oc.jpg
1087192,How to Train Your Dragon,en,2025-06-06,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",285.674,7.923,460,"14,10751,28",https://image.tmdb.org/t/p/w500/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg
605722,Distant,en,2024-07-12,"After crash-landing on an alien planet, an asteroid miner must contend with the challenges of his new surroundings, while making his way across the harsh terrain to the only other survivor – a woman who is trapped in her escape pod.",291.4148,6.351,141,"878,35,28",https://image.tmdb.org/t/p/w500/czh8HOhsbBUKoKsmRmLQMCLHUev.jpg
803796,KPop Demon Hunters,en,2025-06-20,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",298.5944,8.652,256,"16,14,28,35,10402",https://image.tmdb.org/t/p/w500/jfS5KEfiwsS35ieZvdUdJKkwLlZ.jpg
1090007,First Shift,en,2024-08-30,"NYPD veteran Mike and rookie Angela tackle a high-stakes day on New York's toughest streets, diving headfirst into a vortex of danger and action. Their adrenaline-fueled pursuits and unexpected threats unfold as they navigate perilous encounters. Amidst the chaos, intense challenges forge unbreakable bonds.",305.7355,5.3,22,"80,53,28",https://image.tmdb.org/t/p/w500/ajsGI4JYaciPIe3gPgiJ3Vw5Vre.jpg
1442776,Crazy Lizard,zh,2024-03-27,"A young man climbs into the mountains to pick up a meteorite that has fallen there and is killed by something. The ""thing"" descends to the village and begins to eat the inhabitants one by one, terrorizing the entire island.",252.3586,6.053,19,"28,53,27",https://image.tmdb.org/t/p/w500/9TFaFsSXedaALXTzba349euDeoY.jpg
1100988,28 Years Later,en,2025-06-18,"Twenty-eight years since the rage virus escaped a biological weapons laboratory, now, still in a ruthlessly enforced quarantine, some have found ways to exist amidst the infected. One such group lives on a small island connected to the mainland by a single, heavily-defended causeway. When one member departs on a mission into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",246.7163,7.1,362,"27,53,878",https://image.tmdb.org/t/p/w500/361hRZoG91Nw6qXaIKuGoogQjix.jpg
1181039,Candle in the Tomb: The Worm Valley,zh,2023-09-22,"Adapted from the 3rd volume in the novel series ""Candle in the Tomb"" by Zhang Mu Ye. Hu Bayi, Wang Kaixuan, and Shiely Yang, infected with a curse, embark on a journey to King Xian's tomb to retrieve the Haochen Bead and break the curse. They face ancient organs, ghostly visions, explosive bugs, and a massive salamander.",205.5486,6.737,19,"28,12,27",https://image.tmdb.org/t/p/w500/7Hk1qxAvZi9H9cfBb4iHkoGjapH.jpg
911430,F1 The Movie,en,2025-06-23,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,233.6806,7.609,188,"28,18",https://image.tmdb.org/t/p/w500/vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg
1087891,The Amateur,en,2025-04-09,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",177.9282,6.985,658,"53,28",https://image.tmdb.org/t/p/w500/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg
1127110,Diablo,en,2025-06-13,"Ex-con Kris Chaney seizes the daughter of a Colombian gangster to fulfill a noble promise to the young girl's mother. When her father enlists both the criminal underworld and a psychotic killer to exact his revenge, Kris relies on everything he's ever learned to stay alive and keep his word.",172.6423,7.2,60,"28,53",https://image.tmdb.org/t/p/w500/uFQduVyYIinJy3eLjozgfl6Xtcn.jpg
950387,A Minecraft Movie,en,2025-03-31,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",170.3709,6.487,1931,"10751,35,12,14",https://image.tmdb.org/t/p/w500/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg
1412113,Squid Game: Making Season 2,ko,2025-01-02,"From set designs to character arcs, get exclusive cast and director interviews on how Season 2 of the globally most-watched series was brought to life.",192.7126,8.499,412,99,https://image.tmdb.org/t/p/w500/yQGaui0bQ5Ai3KIFBB45nTeIqad.jpg
1426776,STRAW,en,2025-06-05,What will be her last straw? A devastatingly bad day pushes a hardworking single mother to the breaking point — and into a shocking act of desperation.,147.0825,7.957,655,"53,18,80",https://image.tmdb.org/t/p/w500/t3cmnXYtxJb9vVL1ThvT2CWSe1n.jpg
1376434,Predator: Killer of Killers,en,2025-06-05,"While three of the fiercest warriors in human history—a Viking raider, a ninja in feudal Japan, and a WWII pilot—are killers in their own right, they are merely prey for their new opponent: the ultimate killer of killers.",134.6736,7.974,631,"16,28,878",https://image.tmdb.org/t/p/w500/2XDQa6EmFHSA37j1t0w88vpWqj9.jpg
1233413,Sinners,en,2025-04-16,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",122.3133,7.556,1688,"27,28,53",https://image.tmdb.org/t/p/w500/yqsCU5XOP2mkbFamzAqbqntmfav.jpg
870028,The Accountant²,en,2025-04-23,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",127.039,7.189,972,"9648,80,53",https://image.tmdb.org/t/p/w500/kMDUS7VmFhb2coRfVBoGLR8ADBt.jpg
170,28 Days Later,en,2002-10-31,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",117.6415,7.236,7402,"27,53,878",https://image.tmdb.org/t/p/w500/sQckQRt17VaWbo39GIu0TMOiszq.jpg
1240475,Hunt the Wicked,zh,2024-07-18,"The film tells the story of narcotics police officer Huang Mingjin and the ""mysterious figure"" Wei Yunzhou. Through completely different means and methods, in the process of calculating and wrestling with each other, they tear apart the facade of urban tranquility, exposing the underground drug network woven by the hidden hand ""Long Wang"", and ultimately eradicate the darkness with the sword of justice, revealing the dawn of light.",111.3723,7.2,6,28,https://image.tmdb.org/t/p/w500/m5UBHbEjQJx3AkRZWRY6A4l4ZDT.jpg
575265,Mission: Impossible - The Final Reckoning,en,2025-05-17,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",121.0346,7.17,873,"28,12,53",https://image.tmdb.org/t/p/w500/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg
1234821,Jurassic World Rebirth,en,2025-07-01,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",116.8607,7.4,16,"878,12,28",https://image.tmdb.org/t/p/w500/skSoZMossoIYvzOf2UnaWqLscJl.jpg
1239193,Deep Cover,en,2025-06-12,"Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.",102.0538,6.682,233,"28,35,80",https://image.tmdb.org/t/p/w500/1vXTHTbSQJs9r2hp4Uk08XzKwPp.jpg
1408248,Squid Game: Fireplace,xx,2024-12-12,"Come share a toast in the Front Man's lair — but tread carefully, for you’re playing with fire.",129.7772,6.781,105,,https://image.tmdb.org/t/p/w500/cIIMvxLztRs1MbXH0oqaw3SGV0q.jpg
968171,Sex Education Mistresses,ja,1973-11-20,"An erotic comedy depicting the sex adventures of  young wives living in an apartment complex, that are not satisfied with just having sex with their husbands.",107.6376,6.583,6,35,https://image.tmdb.org/t/p/w500/xghWMg0pkBOdLHCTESyeyHU68wl.jpg
1363224,Fear Cabin: The Last Weekend of Summer,en,2024-09-27,"Six friends rent a cabin in the middle of the woods on the last weekend of summer and set out to have an amazing time full of partying and drinking. Little do they know that they will be sharing this cabin with an unexpected guest, will they make it out alive?",111.5662,10.0,1,27,https://image.tmdb.org/t/p/w500/gaSqrnpSnTq5oYno0KnDyDXAF5r.jpg
1379587,Utopia,en,2024-12-09,"A soldier searching for his missing wife breaks into a high-tech facility, believing she's been caught in a human trafficking ring. But beyond its walls, he finds a surreal, futuristic fantasy park where reality and illusion blur. As he navigates this seductive and dangerous world, a shocking truth pulls him deeper into a deadly game where nothing is as it seems.",94.5649,5.476,42,"9648,53,28,878",https://image.tmdb.org/t/p/w500/yef0tY1Nw3BX8PJTfBLieqHj5Hw.jpg
1197306,A Working Man,en,2025-03-26,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",93.4789,6.698,1310,"28,80,53",https://image.tmdb.org/t/p/w500/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg
1470086,Ligaw,tl,2025-05-09,"A sultry woman who charms the hearts of men in a remote province. Dolores, a devoted wife to her paraplegic husband, falls for a young mountaineer. What begins as a reckless escape turns into an affair drenched in passion and secrecy.",83.4881,10.0,1,"18,10749",https://image.tmdb.org/t/p/w500/yc8V3KEnhvPrzXpdYTXdTvjpOb5.jpg
7451,xXx,en,2002-08-09,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",93.3819,5.946,4444,"28,12,53,80",https://image.tmdb.org/t/p/w500/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg
541671,Ballerina,en,2025-06-04,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",92.7839,7.075,393,"28,53,80",https://image.tmdb.org/t/p/w500/mKp4euM5Cv3m2U1Vmby3OGwcD5y.jpg
1026542,Baby Blue,en,2023-04-16,"A group of teens stumble across the story of now dead serial killer Baby Blue and decide he'd be the perfect subject of a true crime vodcast. But when they start digging, they quickly discover that his murder spree never stopped. Now they are being targeted from beyond the grave.",74.6386,5.0,10,"27,35",https://image.tmdb.org/t/p/w500/pC6j3tSoneNbe4pjjtGOcWWxGMU.jpg
666154,Kayara,en,2025-01-02,"A courageous and athletic teenager, Kayara dreams that she is destined to be the first female to break into the league of Chasquis - the official messengers of the Incan empire. As she learns what it takes to be a Chasqui along with its challenges, she tackles every mission she gets and discovers the ancient stories of her land and her people.",89.5035,7.739,67,"12,16,10751",https://image.tmdb.org/t/p/w500/tpZdjnoJ6Z3NsSxI6HjAIggrcEv.jpg
1152619,Possessions,en,2024-04-12,"Follows a father who seeks a fresh start with his son after the loss of his wife, and purchased a storage unit facility sight unseen, but secrets buried behind the metal doors become a parent's worst nightmare.",80.9852,5.29,31,27,https://image.tmdb.org/t/p/w500/39a7zYZvkGfs7EOVVK3dQlWyYJ0.jpg
1018990,Continent,pt,2024-07-18,"After 15 years of living abroad, Amanda returns home with her French boyfriend, Martin. They arrive at her family's large-scale farm, located in a secluded village on the endless plains of southern Brazil. There, Amanda finds her father in a coma in the midst of increasing tension among the workers. The sole doctor in the nearby village is Helô, a young woman who resigns herself to caring for the local townspeople. The imminent death of the farm owner will put Amanda, Martin, and Helô at the heart of a disturbing settlement between the village and the farm owners.",94.8271,6.0,5,"27,18",https://image.tmdb.org/t/p/w500/eZnG8rLgRDAbDxnw5nDDp7dJZ43.jpg
1403735,Laila,te,2025-02-14,"Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot",94.8203,5.8,5,"35,10749",https://image.tmdb.org/t/p/w500/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg
1017163,The Roundup: Punishment,ko,2024-04-24,'Monster Cop' Ma Seok-do investigates an illegal online gambling business led by a former STS Baek and an IT genius CEO Chang. Ma proposes an unexpected alliance to Jang and begins hunting down the criminals.,89.5712,6.896,149,"28,80,18,53,35",https://image.tmdb.org/t/p/w500/yk38mNoJpsswmk9o7i7eLhO4mc.jpg
1289601,Life After Fighting,en,2024-06-07,"Retired martial arts world champion Alex Faulkner has settled into a simple life, when the disappearance of two of his students leads to an unthinkable discovery close to home. Just when all hope of finding the children is lost, he locates the imprisoned girls and unsurfaces an international child trafficking operation, which draws him back into the fight of his life against those behind it.",84.349,7.045,44,"28,18,53",https://image.tmdb.org/t/p/w500/uKWAk4BHzyEOMmLKUDXoIAPhH36.jpg
447273,Snow White,en,2025-03-12,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.",88.1408,4.298,1206,"10751,14",https://image.tmdb.org/t/p/w500/xWWg47tTfparvjK0WJNX4xL8lW2.jpg
1450599,K.O.,fr,2025-06-05,"A former fighter must find the missing son of an opponent he accidentally killed years ago, taking on a brutally violent crime gang in Marseille.",87.1708,6.64,161,"28,18,12",https://image.tmdb.org/t/p/w500/qcM2sUiAeP4zXwx4ADSvgc9S58k.jpg
1137350,The Phoenician Scheme,en,2025-05-23,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists, and determined assassins.",86.5329,6.919,266,"12,35",https://image.tmdb.org/t/p/w500/jtEqpy0K1iVuCebRwWqT6BZ6jLN.jpg
1214667,Making Squid Game: The Challenge,en,2023-12-06,"Go behind the scenes and witness how the ""Squid Game""-inspired reality show transformed from a scripted drama to a cutthroat, nail-biting competition.",86.3102,7.791,146,99,https://image.tmdb.org/t/p/w500/78yTLvtsMntVN1cLfzBuZj870pe.jpg
1071585,M3GAN 2.0,en,2025-06-25,"After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal.",83.6227,7.24,52,"28,27,878",https://image.tmdb.org/t/p/w500/lHChxm7sv3gWR2qz5PwjdxcXQf7.jpg
1180648,Mudbrick,sr,2024-10-10,"After inheriting an old mudbrick house in his home village in Eastern Europe, a man returns after spending his whole life in England, only to find out that inhabitants are hiding a dark secret about the pagan Slavic cult and his own past.",82.7525,5.8,10,"27,18",https://image.tmdb.org/t/p/w500/paVJNyxq5odaAHC9YlmNUlceQpu.jpg
1315988,Mikaela,es,2025-01-31,"During the eve of the 6th of January, a record-breaking snowstorm sweeps across Spain. In the midst of its chaos, a group of robbers seizes the opportunity to hijack an armoured van. A few meters away is Leo, a finished policeman who has nothing to lose. With the unexpected aid of a young woman, he will try to stop the band from running away with their loot.",81.8731,6.194,54,"28,53",https://image.tmdb.org/t/p/w500/xG8olkWOmoW78GbozKbS2UxYGEo.jpg
611251,Jokōsei torio: seikan shiken,ja,1977-02-23,"Three high school girls. One is experienced, one has fantasies and one is curious. What more will they learn before graduation?",77.9871,0.0,0,"10749,18",https://image.tmdb.org/t/p/w500/9GSLrU0aoR6Pi2FQ0ttXV2thSxJ.jpg
1022787,Elio,en,2025-06-18,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",75.6296,6.881,105,"10751,35,12,16,878",https://image.tmdb.org/t/p/w500/w2ARwtc1zoh0pyfwmyhpZHwuXgK.jpg
986056,Thunderbolts*,en,2025-04-30,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.",75.2651,7.403,1159,"28,878,12",https://image.tmdb.org/t/p/w500/hBH50Mkcrc4m8x73CovLmY7vBx1.jpg
1241982,Moana 2,en,2024-11-21,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",69.7397,7.079,2503,"16,12,10751,35",https://image.tmdb.org/t/p/w500/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg
10191,How to Train Your Dragon,en,2010-03-18,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",68.8531,7.8,13531,"14,12,16,10751",https://image.tmdb.org/t/p/w500/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg
1241436,Warfare,en,2025-04-09,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",67.986,7.178,661,"10752,28",https://image.tmdb.org/t/p/w500/srj9rYrjefyWqkLc6l2xjTGeBGO.jpg
757725,Shadow Force,en,2025-05-01,"Kyrah and Isaac were once the leaders of a multinational special forces group called Shadow Force. They broke the rules by falling in love, and in order to protect their son, they go underground. With a large bounty on their heads, and the vengeful Shadow Force hot on their trail, one family's fight becomes all-out war.",67.7287,6.293,92,"28,18,53",https://image.tmdb.org/t/p/w500/7IEW24vBiZerZrDlgLVSUU3oT1C.jpg
822119,Captain America: Brave New World,en,2025-02-12,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",67.7148,6.073,2258,"28,53,878",https://image.tmdb.org/t/p/w500/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg
1562,28 Weeks Later,en,2007-04-26,"Twenty-eight weeks after the spread of a deadly rage virus, the inhabitants of the British Isles have lost their battle against the onslaught, as the virus has killed everyone there. Six months later, a group of Americans dare to set foot on the Isles, convinced the danger has passed. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",67.3454,6.618,4739,"27,53,878",https://image.tmdb.org/t/p/w500/oix0aNv1lvW3nUGspUyvSIBlpbs.jpg
1284120,The Ugly Stepsister,no,2025-03-07,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, and she will go to any length to catch the prince’s eye.",62.3686,7.195,213,"27,35,14,18",https://image.tmdb.org/t/p/w500/crX9rSg9EohybhkEe8iTQUCe55y.jpg
939243,Sonic the Hedgehog 3,en,2024-12-19,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",62.2856,7.7,2725,"28,878,35,10751",https://image.tmdb.org/t/p/w500/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg
1449951,Snow White,en,2025-03-07,"When the Queen’s jealousy turns deadly, Snow White must join forces with gnomes to fight back against her stepmother’s wrath.",60.7257,7.0,10,"16,10751,14",https://image.tmdb.org/t/p/w500/ilFLHU1OxUS1YDvUMCr8K3hW28r.jpg
1010581,My Fault,es,2023-06-08,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",60.397,7.8,3727,"10749,18",https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg
1414272,Belyas,tl,2025-02-07,"Audrey Avila, Denise Esteban and Dani Yoshida star as sultry Belyas. A housewife who is tired of her controlling husband takes a different turn when two young prostitutes rent their apartment. As she befriends the two, she begins to admire the sexual freedom they have.",59.1708,7.7,7,18,https://image.tmdb.org/t/p/w500/zPIaNQaQKtCIOs95x4GmaJ6omco.jpg
82702,How to Train Your Dragon 2,en,2014-06-05,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.",54.8745,7.675,9893,"14,28,12,16,35,10751",https://image.tmdb.org/t/p/w500/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg
1232546,Until Dawn,en,2025-04-23,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one...only to wake up and find themselves back at the beginning of the same evening.",54.0377,6.605,741,"27,9648",https://image.tmdb.org/t/p/w500/juA4IWO52Fecx8lhAsxmDgy3M3.jpg
812455,Victoria,en,2021-01-16,"Victoria is a woman betrayed, now on a mission for revenge and destroying anything that gets in her way.",54.699,8.5,2,28,https://image.tmdb.org/t/p/w500/aOSTW7ZitFAff06mZVXUnktejHY.jpg
715287,Stepmom's Desire,ko,2020-05-29,"Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.",52.6321,7.273,22,"18,10749",https://image.tmdb.org/t/p/w500/rYC6UyML4CU4zYiZVbDMrwnGyWW.jpg
166428,How to Train Your Dragon: The Hidden World,en,2019-01-03,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",52.3574,7.751,6667,"16,10751,12",https://image.tmdb.org/t/p/w500/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg
1011477,Karate Kid: Legends,en,2025-05-08,"After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown.",51.3919,6.9,158,"28,12,18",https://image.tmdb.org/t/p/w500/c90Lt7OQGsOmhv6x4JoFdoHzw5l.jpg
1061474,Superman,en,2025-07-09,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",49.4245,0.0,0,"28,12,878",https://image.tmdb.org/t/p/w500/ombsmhYUqR4qqOLOxAyr5V8hbyv.jpg
1124620,The Monkey,en,2025-02-14,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",48.3236,5.953,761,"27,35",https://image.tmdb.org/t/p/w500/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg
324544,In the Lost Lands,en,2025-02-27,"A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where she and her guide, the drifter Boyce, must outwit and outfight both man and demon.",50.5854,6.526,509,"28,14,12",https://image.tmdb.org/t/p/w500/dDlfjR7gllmr8HTeN6rfrYhTdwX.jpg
1245399,Hola Frida!,fr,2025-02-12,"It’s the story of a little girl who is different. Her world is Coyoacan, Mexico City. Sparkling, vibrant, everything interests her and when difficulties arise, she faces them with an overflowing imagination. This little girl is called Frida Kahlo.",50.2942,7.333,9,"16,10751,36",https://image.tmdb.org/t/p/w500/hY8TslXAaJD0cytxifrhy6h5cJl.jpg
1380682,The Last Rodeo,en,2025-05-22,"A retired rodeo legend risks it all to save his grandson. Facing his own painful past and the fears of his family, he enters a high-stakes bullriding competition as the oldest contestant ever. Along the way, he reconciles old wounds with his estranged daughter and proves that true courage is found in the fight for family.",53.109,7.333,27,18,https://image.tmdb.org/t/p/w500/cpATW9o83IwYqPkiT7WLqL2jxlF.jpg
762509,Mufasa: The Lion King,en,2024-12-18,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",47.8854,7.388,2220,"12,10751,16",https://image.tmdb.org/t/p/w500/lurEK87kukWNaHd0zYnsi3yzJrs.jpg
912649,Venom: The Last Dance,en,2024-10-22,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",43.7427,6.717,3536,"28,878,12",https://image.tmdb.org/t/p/w500/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg
950396,The Gorge,en,2025-02-13,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",46.96,7.716,2740,"10749,878,53",https://image.tmdb.org/t/p/w500/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg
1022789,Inside Out 2,en,2024-06-11,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",45.12,7.554,5940,"16,12,35,10751",https://image.tmdb.org/t/p/w500/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg
533535,Deadpool & Wolverine,en,2024-07-24,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",43.0524,7.591,7405,"28,35,878",https://image.tmdb.org/t/p/w500/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg
259872,Skin. Like. Sun.,fr,2009-10-10,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",45.623,5.9,101,10749,https://image.tmdb.org/t/p/w500/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg
